MovieID,Title_Clean,Genres,Genre_Primary,Year,Duration_Min,Language,Country,Content_Rating,Avg_Rating,Weighted_Rating,Num_Ratings,Is_Original,Award_Winner,Trailer_YT_ID,Genre_Enc,Language_Enc,Country_Enc,Content_Enc,Soup
32,Twelve Monkeys,Drama|Sci-Fi,Drama,1995.0,140,French,Germany,PG-13,3.945731303772336,3.930623990849132,1511,False,False,dQw4w9WgXcQ,7,1,1,3,Drama Sci-FiDrama Sci-FiDrama Sci-Fi Germany French PG13 classic medium  
33,Wings of Courage,Adventure|Romance,Adventure,1995.0,99,English,UK,PG,3.0,3.2130659965151196,4,True,False,dQw4w9WgXcQ,1,0,6,2,Adventure RomanceAdventure RomanceAdventure Romance UK English PG classic medium  streamflixoriginal
34,Babe,Children's|Comedy|Drama,Children's,1995.0,76,English,USA,PG-13,3.8914905768132497,3.8794189696586656,1751,False,True,dQw4w9WgXcQ,3,0,7,3,Children's Comedy DramaChildren's Comedy DramaChildren's Comedy Drama USA English PG13 classic short award 
35,Carrington,Drama|Romance,Drama,1995.0,118,Italian,USA,PG-13,3.3142857142857145,3.2901305036025192,70,False,False,dQw4w9WgXcQ,7,3,7,3,Drama RomanceDrama RomanceDrama Romance USA Italian PG13 classic medium  
36,Dead Man Walking,Drama,Drama,1995.0,73,French,France,PG,3.9579741379310347,3.9332814171395003,928,False,False,dQw4w9WgXcQ,7,1,0,2,DramaDramaDrama France French PG classic short  
37,Across the Sea of Time,Documentary,Documentary,1995.0,104,German,USA,PG,3.5,3.2898400456355956,8,False,False,dQw4w9WgXcQ,6,2,7,2,DocumentaryDocumentaryDocumentary USA German PG classic medium  
38,It Takes Two,Comedy,Comedy,1995.0,70,English,USA,PG-13,2.8214285714285716,3.047269538869827,28,True,False,dQw4w9WgXcQ,4,0,7,3,ComedyComedyComedy USA English PG13 classic short  streamflixoriginal
39,Clueless,Comedy|Romance,Comedy,1995.0,70,English,Spain,PG,3.6233480176211454,3.6142533633484297,1362,False,True,dQw4w9WgXcQ,4,0,5,2,Comedy RomanceComedy RomanceComedy Romance Spain English PG classic short award 
40,"Cry, the Beloved Country",Drama,Drama,1995.0,104,Korean,USA,PG-13,3.933333333333333,3.569578442397768,30,False,False,dQw4w9WgXcQ,7,5,7,3,DramaDramaDrama USA Korean PG13 classic medium  
41,Richard III,Drama|War,Drama,1995.0,116,English,USA,R,3.958677685950413,3.8723034249856703,242,False,False,dQw4w9WgXcQ,7,0,7,4,Drama WarDrama WarDrama War USA English R classic medium  
42,Dead Presidents,Action|Crime|Drama,Action,1995.0,103,Spanish,USA,R,2.8687782805429864,2.9168639443742497,221,False,False,dQw4w9WgXcQ,0,6,7,4,Action Crime DramaAction Crime DramaAction Crime Drama USA Spanish R classic medium  
43,Restoration,Drama,Drama,1995.0,97,English,USA,R,3.4457831325301207,3.41147458226663,166,False,False,dQw4w9WgXcQ,7,0,7,4,DramaDramaDrama USA English R classic medium  
44,Mortal Kombat,Action|Adventure,Action,1995.0,93,English,UK,PG-13,2.787781350482315,2.8310565170670334,311,False,True,dQw4w9WgXcQ,0,0,6,3,Action AdventureAction AdventureAction Adventure UK English PG13 classic medium award 
45,To Die For,Comedy|Drama,Comedy,1995.0,70,English,UK,PG-13,3.4246323529411766,3.414009431318994,544,False,True,dQw4w9WgXcQ,4,0,6,3,Comedy DramaComedy DramaComedy Drama UK English PG13 classic short award 
46,How to Make an American Quilt,Drama|Romance,Drama,1995.0,84,English,USA,PG,3.108433734939759,3.1300675470907504,166,False,False,dQw4w9WgXcQ,7,0,7,2,Drama RomanceDrama RomanceDrama Romance USA English PG classic short  
47,Seven (Se7en),Crime|Thriller,Crime,1995.0,89,English,South Korea,R,4.106420404573439,4.081951659718854,1137,False,True,dQw4w9WgXcQ,5,0,4,4,Crime ThrillerCrime ThrillerCrime Thriller SouthKorea English R classic short award 
48,Pocahontas,Animation|Children's|Musical|Romance,Animation,1995.0,123,English,South Korea,PG,2.9764397905759163,2.9973094984844804,382,False,False,dQw4w9WgXcQ,2,0,4,2,Animation Children's Musical RomanceAnimation Children's Musical RomanceAnimation Children's Musical Romance SouthKorea English PG classic medium  
49,When Night Is Falling,Drama|Romance,Drama,1995.0,107,Italian,UK,PG,3.740740740740741,3.464724031184324,27,False,False,dQw4w9WgXcQ,7,3,6,2,Drama RomanceDrama RomanceDrama Romance UK Italian PG classic medium  
50,"Usual Suspects, The",Crime|Thriller,Crime,1995.0,70,English,USA,R,4.517106001121705,4.493878547285825,1783,True,False,dQw4w9WgXcQ,5,0,7,4,Crime ThrillerCrime ThrillerCrime Thriller USA English R classic short  streamflixoriginal
51,Guardian Angel,Action|Drama|Thriller,Action,1994.0,107,Spanish,Spain,PG,3.2388921779108912,3.2388921779108912,0,False,False,dQw4w9WgXcQ,0,6,5,2,Action Drama ThrillerAction Drama ThrillerAction Drama Thriller Spain Spanish PG classic medium  
52,Mighty Aphrodite,Comedy,Comedy,1995.0,91,Japanese,USA,PG-13,3.640371229698376,3.6118177626531454,431,False,False,dQw4w9WgXcQ,4,4,7,3,ComedyComedyComedy USA Japanese PG13 classic medium  
53,Lamerica,Drama,Drama,1994.0,85,English,UK,G,4.75,3.5337424846599856,8,True,False,dQw4w9WgXcQ,7,0,6,0,DramaDramaDrama UK English G classic short  streamflixoriginal
54,"Big Green, The",Children's|Comedy,Children's,1995.0,113,English,UK,PG,2.5609756097560976,2.8632897550143164,41,False,False,dQw4w9WgXcQ,3,0,6,2,Children's ComedyChildren's ComedyChildren's Comedy UK English PG classic medium  
55,Georgia,Drama,Drama,1995.0,122,French,USA,PG,3.066666666666667,3.139531306039223,45,False,False,dQw4w9WgXcQ,7,1,7,2,DramaDramaDrama USA French PG classic medium  
56,Kids of the Round Table,Adventure|Children's|Fantasy,Adventure,1995.0,120,Spanish,France,G,2.0,2.9734152826442712,9,False,False,dQw4w9WgXcQ,1,6,0,0,Adventure Children's FantasyAdventure Children's FantasyAdventure Children's Fantasy France Spanish G classic medium  
57,Home for the Holidays,Drama,Drama,1995.0,81,French,USA,R,3.404040404040404,3.3627533475080256,99,True,False,dQw4w9WgXcQ,7,1,7,4,DramaDramaDrama USA French R classic short  streamflixoriginal
58,"Postino, Il (The Postman)",Drama|Romance,Drama,1994.0,93,French,Spain,R,4.093812375249501,4.040980228222957,501,False,False,dQw4w9WgXcQ,7,1,5,4,Drama RomanceDrama RomanceDrama Romance Spain French R classic medium  
59,"Confessional, The (Le Confessionnal)",Drama|Mystery,Drama,1995.0,107,Italian,USA,PG-13,2.75,3.1434985822209613,8,False,True,dQw4w9WgXcQ,7,3,7,3,Drama MysteryDrama MysteryDrama Mystery USA Italian PG13 classic medium award 
60,"Indian in the Cupboard, The",Adventure|Children's|Fantasy,Adventure,1995.0,121,English,France,R,3.212885154061625,3.215085748387332,357,False,False,dQw4w9WgXcQ,1,0,0,4,Adventure Children's FantasyAdventure Children's FantasyAdventure Children's Fantasy France English R classic medium  
61,Eye for an Eye,Drama|Thriller,Drama,1996.0,89,English,USA,PG,3.0,3.0788344187105947,67,False,False,dQw4w9WgXcQ,7,0,7,2,Drama ThrillerDrama ThrillerDrama Thriller USA English PG classic short  
62,Mr. Holland's Opus,Drama,Drama,1995.0,95,Spanish,USA,PG-13,3.6968576709796674,3.6705286443746683,541,False,True,dQw4w9WgXcQ,7,6,7,3,DramaDramaDrama USA Spanish PG13 classic medium award 
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,Comedy,1996.0,75,English,USA,PG,2.855855855855856,2.9436350129934685,111,False,False,dQw4w9WgXcQ,4,0,7,2,ComedyComedyComedy USA English PG classic short  
64,Two if by Sea,Comedy|Romance,Comedy,1996.0,73,Korean,USA,PG-13,2.2658227848101267,2.552530730991602,79,False,False,dQw4w9WgXcQ,4,5,7,3,Comedy RomanceComedy RomanceComedy Romance USA Korean PG13 classic short  
65,Bio-Dome,Comedy,Comedy,1996.0,117,English,USA,PG-13,2.062937062937063,2.283428646994656,143,False,False,dQw4w9WgXcQ,4,0,7,3,ComedyComedyComedy USA English PG13 classic medium  
66,Lawnmower Man 2: Beyond Cyberspace,Sci-Fi|Thriller,Sci-Fi,1996.0,129,English,UK,PG-13,1.6701030927835052,2.0683341682389185,97,False,False,dQw4w9WgXcQ,14,0,6,3,Sci-Fi ThrillerSci-Fi ThrillerSci-Fi Thriller UK English PG13 classic medium  
67,Two Bits,Drama,Drama,1995.0,98,Japanese,USA,R,3.25,3.2400930235421463,4,False,False,dQw4w9WgXcQ,7,4,7,4,DramaDramaDrama USA Japanese R classic medium  
68,French Twist (Gazon maudit),Comedy|Romance,Comedy,1995.0,122,Spanish,USA,PG-13,3.45,3.3750907728070905,60,True,False,dQw4w9WgXcQ,4,6,7,3,Comedy RomanceComedy RomanceComedy Romance USA Spanish PG13 classic medium  streamflixoriginal
69,Friday,Comedy,Comedy,1995.0,107,English,USA,PG-13,3.6551724137931036,3.6161461416791463,319,False,False,dQw4w9WgXcQ,4,0,7,3,ComedyComedyComedy USA English PG13 classic medium  
70,From Dusk Till Dawn,Action|Comedy|Crime|Horror|Thriller,Action,1996.0,85,English,South Korea,R,3.1564551422319473,3.1593278161257228,914,True,True,dQw4w9WgXcQ,0,0,4,4,Action Comedy Crime Horror ThrillerAction Comedy Crime Horror ThrillerAction Comedy Crime Horror Thriller SouthKorea English R classic short award streamflixoriginal
71,Fair Game,Action,Action,1995.0,107,Japanese,Spain,PG-13,2.1041666666666665,2.394445285822166,96,True,False,dQw4w9WgXcQ,0,4,5,3,ActionActionAction Spain Japanese PG13 classic medium  streamflixoriginal
72,Kicking and Screaming,Comedy|Drama,Comedy,1995.0,133,English,Spain,PG-13,3.6344086021505375,3.5308209672306305,93,False,False,dQw4w9WgXcQ,4,0,5,3,Comedy DramaComedy DramaComedy Drama Spain English PG13 classic medium  
73,"Misérables, Les",Drama|Musical,Drama,1995.0,99,Korean,Spain,R,3.8169642857142856,3.7427371279029544,224,False,True,dQw4w9WgXcQ,7,5,5,4,Drama MusicalDrama MusicalDrama Musical Spain Korean R classic medium award 
74,Bed of Roses,Drama|Romance,Drama,1996.0,134,English,USA,PG-13,2.975,3.0319179207258786,120,False,False,dQw4w9WgXcQ,7,0,7,3,Drama RomanceDrama RomanceDrama Romance USA English PG13 classic medium  
75,Big Bully,Comedy|Drama,Comedy,1996.0,70,French,USA,PG,1.9166666666666667,2.8862987082457643,12,False,True,dQw4w9WgXcQ,4,1,7,2,Comedy DramaComedy DramaComedy Drama USA French PG classic short award 
76,Screamers,Sci-Fi|Thriller,Sci-Fi,1995.0,118,Japanese,USA,PG-13,2.853932584269663,2.914139534933931,178,False,False,dQw4w9WgXcQ,14,4,7,3,Sci-Fi ThrillerSci-Fi ThrillerSci-Fi Thriller USA Japanese PG13 classic medium  
77,Nico Icon,Documentary,Documentary,1995.0,101,English,South Korea,PG-13,3.764705882352941,3.5057230130008863,34,True,False,dQw4w9WgXcQ,6,0,4,3,DocumentaryDocumentaryDocumentary SouthKorea English PG13 classic medium  streamflixoriginal
78,"Crossing Guard, The",Drama,Drama,1995.0,93,English,Italy,PG-13,3.26,3.251607733386258,50,False,True,dQw4w9WgXcQ,7,0,2,3,DramaDramaDrama Italy English PG13 classic medium award 
79,"Juror, The",Drama|Thriller,Drama,1996.0,102,English,USA,PG,2.6052631578947367,2.747506407286118,114,True,False,dQw4w9WgXcQ,7,0,7,2,Drama ThrillerDrama ThrillerDrama Thriller USA English PG classic medium  streamflixoriginal
80,"White Balloon, The (Badkonake Sefid )",Drama,Drama,1995.0,70,Spanish,USA,R,3.826923076923077,3.598628727894817,52,False,True,dQw4w9WgXcQ,7,6,7,4,DramaDramaDrama USA Spanish R classic short award 
81,Things to Do in Denver when You're Dead,Crime|Drama|Romance,Crime,1995.0,95,English,USA,R,3.1626506024096384,3.175293677744017,166,True,False,dQw4w9WgXcQ,5,0,7,4,Crime Drama RomanceCrime Drama RomanceCrime Drama Romance USA English R classic medium  streamflixoriginal
82,Antonia's Line (Antonia),Drama,Drama,1995.0,107,Spanish,USA,PG-13,3.8764044943820224,3.703962638287372,89,False,False,dQw4w9WgXcQ,7,6,7,3,DramaDramaDrama USA Spanish PG13 classic medium  
83,Once Upon a Time... When We Were Colored,Drama,Drama,1995.0,132,English,UK,R,3.696969696969697,3.4679309374402942,33,False,False,dQw4w9WgXcQ,7,0,6,4,DramaDramaDrama UK English R classic medium  
84,Last Summer in the Hamptons,Comedy|Drama,Comedy,1995.0,88,English,USA,R,3.0952380952380953,3.1830267013159155,21,False,True,dQw4w9WgXcQ,4,0,7,4,Comedy DramaComedy DramaComedy Drama USA English R classic short award 
85,Angels and Insects,Drama|Romance,Drama,1995.0,82,English,Germany,PG,3.402061855670103,3.3783411536170016,194,False,False,dQw4w9WgXcQ,7,0,1,2,Drama RomanceDrama RomanceDrama Romance Germany English PG classic short  
86,White Squall,Adventure|Drama,Adventure,1996.0,88,English,USA,PG,3.3940677966101696,3.3750313824202953,236,False,False,dQw4w9WgXcQ,1,0,7,2,Adventure DramaAdventure DramaAdventure Drama USA English PG classic short  
87,Dunston Checks In,Children's|Comedy,Children's,1996.0,120,English,France,PG-13,2.210526315789474,2.5218664391840315,76,False,False,dQw4w9WgXcQ,3,0,0,3,Children's ComedyChildren's ComedyChildren's Comedy France English PG13 classic medium  
88,Black Sheep,Comedy,Comedy,1996.0,107,Japanese,Japan,R,2.9427083333333335,2.9861486305380422,192,False,False,dQw4w9WgXcQ,4,4,3,4,ComedyComedyComedy Japan Japanese R classic medium  
89,Nick of Time,Action|Thriller,Action,1995.0,88,Spanish,Japan,G,3.074235807860262,3.094974968973509,229,False,True,dQw4w9WgXcQ,0,6,3,0,Action ThrillerAction ThrillerAction Thriller Japan Spanish G classic short award 
90,"Journey of August King, The",Drama,Drama,1995.0,111,English,UK,NC-17,3.6666666666666665,3.304703637719472,6,False,False,dQw4w9WgXcQ,7,0,6,1,DramaDramaDrama UK English NC17 classic medium  
92,Mary Reilly,Drama|Thriller,Drama,1996.0,102,German,UK,PG-13,2.340909090909091,2.585813569182309,88,False,False,dQw4w9WgXcQ,7,2,6,3,Drama ThrillerDrama ThrillerDrama Thriller UK German PG13 classic medium  
93,Vampire in Brooklyn,Comedy|Romance,Comedy,1995.0,121,French,UK,PG-13,2.235955056179775,2.5072413268119624,89,False,False,dQw4w9WgXcQ,4,1,6,3,Comedy RomanceComedy RomanceComedy Romance UK French PG13 classic medium  
94,Beautiful Girls,Drama,Drama,1996.0,84,German,UK,PG-13,3.7252747252747254,3.6506206598653925,182,False,False,dQw4w9WgXcQ,7,2,6,3,DramaDramaDrama UK German PG13 classic short  
95,Broken Arrow,Action|Thriller,Action,1996.0,92,English,UK,PG,2.876175548589342,2.8940140713428604,638,False,False,dQw4w9WgXcQ,0,0,6,2,Action ThrillerAction ThrillerAction Thriller UK English PG classic medium  
96,In the Bleak Midwinter,Comedy,Comedy,1995.0,91,English,Italy,R,3.923076923076923,3.432248736327378,13,False,True,dQw4w9WgXcQ,4,0,2,4,ComedyComedyComedy Italy English R classic medium award 
97,"Hate (Haine, La)",Drama,Drama,1995.0,70,English,Spain,R,3.75,3.530953790533239,44,False,True,dQw4w9WgXcQ,7,0,5,4,DramaDramaDrama Spain English R classic short award 
98,Shopping,Action|Thriller,Action,1994.0,106,French,Japan,PG-13,2.0,3.0482933813092155,6,False,True,dQw4w9WgXcQ,0,1,3,3,Action ThrillerAction ThrillerAction Thriller Japan French PG13 classic medium award 
99,Heidi Fleiss: Hollywood Madam,Documentary,Documentary,1995.0,105,English,France,R,3.46,3.3720896610971014,50,True,True,dQw4w9WgXcQ,6,0,0,4,DocumentaryDocumentaryDocumentary France English R classic medium award streamflixoriginal
100,City Hall,Drama|Thriller,Drama,1996.0,100,English,USA,R,3.0625,3.098654918453785,128,False,False,dQw4w9WgXcQ,7,0,7,4,Drama ThrillerDrama ThrillerDrama Thriller USA English R classic medium  
101,Bottle Rocket,Comedy,Comedy,1996.0,94,English,USA,PG-13,3.869565217391304,3.7967952512974104,253,False,False,dQw4w9WgXcQ,4,0,7,3,ComedyComedyComedy USA English PG13 classic medium  
102,Mr. Wrong,Comedy,Comedy,1996.0,70,English,USA,R,1.8166666666666667,2.3213273319468755,60,False,False,dQw4w9WgXcQ,4,0,7,4,ComedyComedyComedy USA English R classic short  
103,Unforgettable,Thriller,Thriller,1996.0,90,Spanish,USA,PG-13,3.212121212121212,3.2255066950160516,33,True,False,dQw4w9WgXcQ,15,6,7,3,ThrillerThrillerThriller USA Spanish PG13 classic medium  streamflixoriginal
104,Happy Gilmore,Comedy,Comedy,1996.0,92,English,South Korea,PG-13,3.526392961876833,3.5131236949245586,682,False,False,dQw4w9WgXcQ,4,0,4,3,ComedyComedyComedy SouthKorea English PG13 classic medium  
105,"Bridges of Madison County, The",Drama|Romance,Drama,1995.0,82,English,USA,G,3.2325581395348837,3.2330558139787127,387,False,False,dQw4w9WgXcQ,7,0,7,0,Drama RomanceDrama RomanceDrama Romance USA English G classic short  
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,Comedy,1994.0,96,Spanish,UK,R,3.5833333333333335,3.330743152690209,12,False,False,dQw4w9WgXcQ,4,6,6,4,Comedy DramaComedy DramaComedy Drama UK Spanish R classic medium  
107,Muppet Treasure Island,Adventure|Children's|Comedy|Musical,Adventure,1996.0,108,Italian,UK,G,3.1484375,3.1587662348479566,256,False,False,dQw4w9WgXcQ,1,3,6,0,Adventure Children's Comedy MusicalAdventure Children's Comedy MusicalAdventure Children's Comedy Musical UK Italian G classic medium  
108,Catwalk,Documentary,Documentary,1995.0,141,French,USA,R,2.857142857142857,3.172086046776485,7,False,False,dQw4w9WgXcQ,6,1,7,4,DocumentaryDocumentaryDocumentary USA French R classic long  
109,Headless Body in Topless Bar,Comedy,Comedy,1995.0,103,German,UK,R,3.2388921779108912,3.2388921779108912,0,False,True,dQw4w9WgXcQ,4,2,6,4,ComedyComedyComedy UK German R classic medium award 
110,Braveheart,Action|Drama|War,Action,1995.0,105,French,South Korea,PG,4.234957020057307,4.22168151933403,2443,False,True,dQw4w9WgXcQ,0,1,4,2,Action Drama WarAction Drama WarAction Drama War SouthKorea French PG classic medium award 
111,Taxi Driver,Drama|Thriller,Drama,1976.0,98,Spanish,USA,PG-13,4.183870967741935,4.159374266984336,1240,False,False,dQw4w9WgXcQ,7,6,7,3,Drama ThrillerDrama ThrillerDrama Thriller USA Spanish PG13 vintage medium  
112,Rumble in the Bronx,Action|Adventure|Crime,Action,1995.0,70,English,UK,PG-13,3.443859649122807,3.4326425238326026,570,False,False,dQw4w9WgXcQ,0,0,6,3,Action Adventure CrimeAction Adventure CrimeAction Adventure Crime UK English PG13 classic short  
113,Before and After,Drama|Mystery,Drama,1996.0,99,Spanish,UK,PG-13,2.981132075471698,3.0800400217565045,53,False,False,dQw4w9WgXcQ,7,6,6,3,Drama MysteryDrama MysteryDrama Mystery UK Spanish PG13 classic medium  
114,Margaret's Museum,Drama,Drama,1995.0,101,Spanish,USA,PG-13,3.090909090909091,3.201896406160441,11,False,False,dQw4w9WgXcQ,7,6,7,3,DramaDramaDrama USA Spanish PG13 classic medium  
115,Happiness Is in the Field,Comedy,Comedy,1995.0,154,Spanish,USA,PG-13,3.2388921779108912,3.2388921779108912,0,False,False,dQw4w9WgXcQ,4,6,7,3,ComedyComedyComedy USA Spanish PG13 classic long  
116,Anne Frank Remembered,Documentary,Documentary,1995.0,95,English,Italy,PG-13,4.097560975609756,3.7146411063656677,41,False,False,dQw4w9WgXcQ,6,0,2,3,DocumentaryDocumentaryDocumentary Italy English PG13 classic medium  
117,"Young Poisoner's Handbook, The",Crime,Crime,1995.0,106,English,USA,G,3.632911392405063,3.5168164452773163,79,False,False,dQw4w9WgXcQ,5,0,7,0,CrimeCrimeCrime USA English G classic medium  
118,If Lucy Fell,Comedy|Romance,Comedy,1996.0,99,English,USA,G,3.073529411764706,3.127558830406529,68,False,False,dQw4w9WgXcQ,4,0,7,0,Comedy RomanceComedy RomanceComedy Romance USA English G classic medium  
119,"Steal Big, Steal Little",Comedy,Comedy,1995.0,74,English,USA,PG,2.4615384615384617,3.019205258066509,13,False,False,dQw4w9WgXcQ,4,0,7,2,ComedyComedyComedy USA English PG classic short  
120,Race the Sun,Drama,Drama,1996.0,125,English,Spain,R,2.6666666666666665,3.1912067186405393,3,True,False,dQw4w9WgXcQ,7,0,5,4,DramaDramaDrama Spain English R classic medium  streamflixoriginal
